city,lat,lng,country,iso2,admin_name,capital,population,population_proper,x,y,z
Narangba,0.8107537461587068,0.8235492130008063,Australia,AU,Queensland,admin,-0.022294384561589185,-0.01459043177564332,0.8107537461587068,0.8235492130008063,-0.022294384561589185
Mount Eliza,-1.016156785415536,-0.008143617986692244,Australia,AU,Victoria,admin,-0.02498543076868504,-0.0175386231788807,-1.016156785415536,-0.008143617986692244,-0.02498543076868504
Broken Hill,0.020098459720313867,-0.39097478050207957,Australia,AU,New South Wales,admin,-0.025590425098455494,-0.018201428253477134,0.020098459720313867,-0.39097478050207957,-0.025590425098455494
Nerang,0.6787173727231567,0.8612069883544677,Australia,AU,Queensland,admin,-0.029008250208197674,-0.0219458465320414,0.6787173727231567,0.8612069883544677,-0.029008250208197674
Karratha,1.8857170478816314,-2.9917802506075803,Australia,AU,Western Australia,admin,-0.029621101607185927,-0.022617259464749476,1.8857170478816314,-2.9917802506075803,-0.029621101607185927
Mount Barker,-0.4970065917650911,-0.6674979903781313,Australia,AU,South Australia,admin,-0.02993145584128895,-0.034952320138732444,-0.4970065917650911,-0.6674979903781313,-0.02993145584128895
Horsham,-0.7713549309776063,-0.3136310971529934,Australia,AU,Victoria,admin,-0.030383237321312342,-0.03193526587060193,-0.7713549309776063,-0.3136310971529934,-0.030383237321312342
Lara,-0.9875081679329201,-0.07947684574637688,Australia,AU,Victoria,admin,-0.031007874324127292,-0.024136546421454286,-0.9875081679329201,-0.07947684574637688,-0.031007874324127292
Singleton,-0.08132728992794828,0.6338554318504485,Australia,AU,New South Wales,admin,-0.031043231135607384,-0.07300766085030168,-0.08132728992794828,0.6338554318504485,-0.031043231135607384
Port Lincoln,-0.44138870117928164,-0.983485281241916,Australia,AU,South Australia,admin,-0.031121801827785366,-0.033755827861214206,-0.44138870117928164,-0.983485281241916,-0.031121801827785366
Banora Point,0.6409903192884175,0.8840868597194125,Australia,AU,New South Wales,admin,-0.03174643883060031,-0.024945685083948635,0.6409903192884175,0.8840868597194125,-0.03174643883060031
Warwick,0.6422041028497821,0.7252798485926444,Australia,AU,Queensland,admin,-0.034838195567803876,-0.041924685209162454,0.6422041028497821,0.7252798485926444,-0.034838195567803876
Rochedale,0.7452925697053937,0.8402179281503376,Australia,AU,Queensland,admin,-0.03508569324816451,-0.028604024781396478,0.7452925697053937,0.8402179281503376,-0.03508569324816451
Kempsey,0.16532018061013812,0.8095846747069683,Australia,AU,New South Wales,admin,-0.035117121525035704,-0.0924872437569475,0.16532018061013812,0.8095846747069683,-0.035117121525035704
Ulladulla,-0.5438785898402474,0.5597123953266506,Australia,AU,New South Wales,admin,-0.035238906097911575,-0.0287718780145735,-0.5438785898402474,0.5597123953266506,-0.035238906097911575
Sale,-1.001358602270134,0.20044771158097205,Australia,AU,Victoria,admin,-0.035800686546984144,-0.035679684149166196,-1.001358602270134,0.20044771158097205,-0.035800686546984144
Echuca,-0.6743520091008899,-0.04426973066818536,Australia,AU,Victoria,admin,-0.03659032200337285,-0.03408723039851243,-0.6743520091008899,-0.04426973066818536,-0.03659032200337285
Australind,-0.19979589095153494,-3.111292191800094,Australia,AU,Western Australia,admin,-0.03814209317388798,-0.03195248158682521,-0.19979589095153494,-3.111292191800094,-0.03814209317388798
Broome,2.3470379370604926,-2.4224559537671246,Australia,AU,Western Australia,admin,-0.03851137542712449,-0.07713082488577819,2.3470379370604926,-2.4224559537671246,-0.03851137542712449
Port Hedland,1.9566153096029748,-2.8064279408935056,Australia,AU,Western Australia,admin,-0.039002442253236874,-0.07653688267607489,1.9566153096029748,-2.8064279408935056,-0.039002442253236874
Warragul,-1.0096721883068762,0.08072450657160786,Australia,AU,Victoria,admin,-0.039175297776028434,-0.03308441492850613,-1.0096721883068762,0.08072450657160786,-0.039175297776028434
Port Pirie,-0.18426611223489886,-0.7554999332873443,Australia,AU,South Australia,admin,-0.039521008821611546,-0.09368803996352155,-0.18426611223489886,-0.7554999332873443,-0.039521008821611546
Barwon Heads,-1.0262993603803623,-0.06891365490383604,Australia,AU,Victoria,admin,-0.039611365117616225,-0.03356215105370226,-1.0262993603803623,-0.06891365490383604,-0.039611365117616225
Emerald,1.4234317827225083,0.3148787579782244,Australia,AU,Queensland,admin,-0.03979207770962558,-0.03376013179027003,1.4234317827225083,0.3148787579782244,-0.03979207770962558
Ulverstone,-1.5112640882477197,0.10537899399809843,Australia,AU,Tasmania,admin,-0.03983136305571457,-0.03380317108082824,-1.5112640882477197,0.10537899399809843,-0.03983136305571457
Morwell,-1.02352262264409,0.13002291823374912,Australia,AU,Victoria,admin,-0.0401574314282532,-0.03525789910169574,-1.02352262264409,0.13002291823374912,-0.0401574314282532
Gisborne,-0.8999328526218712,-0.06128703111552013,Australia,AU,Victoria,admin,-0.04040492910861384,-0.05579624855607352,-0.8999328526218712,-0.06128703111552013,-0.04040492910861384
Port Augusta,-0.0689899282494223,-0.7820241054929638,Australia,AU,South Australia,admin,-0.04104920878447328,-0.06628492366510928,-0.0689899282494223,-0.7820241054929638,-0.04104920878447328
Forster,-0.017129778552220122,0.7756134529573531,Australia,AU,New South Wales,admin,-0.04128099232639833,-0.035391320902426186,-0.017129778552220122,0.7756134529573531,-0.04128099232639833
Penrith,-0.27825951596631365,0.5836274593941628,Australia,AU,New South Wales,admin,-0.043029190227358405,-0.03730656933226653,-0.27825951596631365,0.5836274593941628,-0.043029190227358405
Torquay,-1.040149794717576,-0.09004003658891774,Australia,AU,Victoria,admin,-0.04317454600788767,-0.03746581470733191,-1.040149794717576,-0.09004003658891774,-0.04317454600788767
Jimboomba,0.7057032729984237,0.83071105639205,Australia,AU,Queensland,admin,-0.04339847248059492,-0.0377111386635137,0.7057032729984237,0.83071105639205,-0.04339847248059492
Lithgow,-0.23373194915351875,0.5261425748290534,Australia,AU,New South Wales,admin,-0.0442941783714239,-0.07214257111008165,-0.23373194915351875,0.5261425748290534,-0.0442941783714239
Bowral,-0.3993219558333628,0.5544624894779074,Australia,AU,New South Wales,admin,-0.04438846320203748,-0.050046199337496676,-0.3993219558333628,0.5544624894779074,-0.04438846320203748
Goonellabah,0.5424743247530145,0.8607633343390813,Australia,AU,New South Wales,admin,-0.044580961397873535,-0.03900662130931582,0.5424743247530145,0.8607633343390813,-0.044580961397873535
Raymond Terrace,-0.11371702112709858,0.6945304000500063,Australia,AU,New South Wales,admin,-0.044895244166585455,-0.0393509356337815,-0.11371702112709858,0.6945304000500063,-0.044895244166585455
Leopold,-1.0161900397596828,-0.07443820371448247,Australia,AU,Victoria,admin,-0.04491881537423885,-0.03937675920811643,-1.0161900397596828,-0.07443820371448247,-0.04491881537423885
Dalby,0.8137798914760812,0.6441017269677116,Australia,AU,Queensland,admin,-0.04529202616208426,-0.03978563246841942,0.8137798914760812,0.6441017269677116,-0.04529202616208426
Campbelltown,-0.331832264387085,0.5975603081154751,Australia,AU,New South Wales,admin,-0.04589309195724582,-0.040444133613960036,-0.331832264387085,0.5975603081154751,-0.04589309195724582
Colac,-1.0413136967627197,-0.16736259355632105,Australia,AU,Victoria,admin,-0.0459677341148149,-0.055585356032338294,-1.0413136967627197,-0.16736259355632105,-0.0459677341148149
Muswellbrook,-0.031229620470536224,0.6041517392012207,Australia,AU,New South Wales,admin,-0.04668665594824343,-0.042557362780368146,-0.031229620470536224,0.6041517392012207,-0.04668665594824343
Esperance,-0.29654940524714785,-2.458814456647151,Australia,AU,Western Australia,admin,-0.04754700502759232,-0.08529968223372644,-0.29654940524714785,-2.458814456647151,-0.04754700502759232
Drouin,-1.006895450570604,0.07192536859976995,Australia,AU,Victoria,admin,-0.04856056695668828,-0.04336650144286249,-1.006895450570604,0.07192536859976995,-0.04856056695668828
Rutherford,-0.10598538611292861,0.672094182700448,Australia,AU,New South Wales,admin,-0.048572352560514974,-0.04337941323002995,-0.10598538611292861,0.672094182700448,-0.048572352560514974
Nelson Bay,-0.10598538611292861,0.7375225867791511,Australia,AU,New South Wales,admin,-0.048823778775484515,-0.043654864689602495,-0.10598538611292861,0.7375225867791511,-0.048823778775484515
Inverell,0.3817394523186282,0.6283731358031677,Australia,AU,New South Wales,admin,-0.04945234431290836,-0.04434349333853386,0.3817394523186282,0.6283731358031677,-0.04945234431290836
Parkes,-0.16916863999217358,0.32679403724861045,Australia,AU,New South Wales,admin,-0.05044233503435092,-0.045428083460600746,-0.16916863999217358,0.32679403724861045,-0.05044233503435092
Somerville,-1.0223088390827255,0.0008350942294658234,Australia,AU,Victoria,admin,-0.05072518952619166,-0.04573796635261986,-1.0223088390827255,0.0008350942294658234,-0.05072518952619166
Gracemere,1.4372988442317953,0.5578321473566759,Australia,AU,Queensland,admin,-0.05080768875297854,-0.0458283488627921,1.4372988442317953,0.5578321473566759,-0.05080768875297854
Batemans Bay,-0.6036532734444292,0.5287199933946319,Australia,AU,New South Wales,admin,-0.05089018797976542,-0.08794229467400053,-0.6036532734444292,0.5287199933946319,-0.05089018797976542
Nambour,0.9062934768929557,0.8228837319777281,Australia,AU,Queensland,admin,-0.05131054118291762,-0.046379251781937185,0.9062934768929557,0.8228837319777281,-0.05131054118291762
Swan Hill,-0.5413346325130046,-0.1710280207786815,Australia,AU,Victoria,admin,-0.051640538090065136,-0.052073349922788364,-0.5413346325130046,-0.1710280207786815,-0.051640538090065136
Mareeba,2.509751442971624,0.02615506267903758,Australia,AU,Queensland,admin,-0.051734822920678714,-0.046844076119965855,2.509751442971624,0.02615506267903758,-0.051734822920678714
Corinda,0.763898375255624,0.8377567046840249,Australia,AU,Queensland,admin,-0.05197053499721266,-0.047102311863315115,0.763898375255624,0.8377567046840249,-0.05197053499721266
Samford,0.7832856578933081,0.8148662701282372,Australia,AU,Queensland,admin,-0.05231624604279578,-0.09110137860097314,0.7832856578933081,0.8148662701282372,-0.05231624604279578
Mudgee,-0.08894253473760472,0.46669293676722906,Australia,AU,New South Wales,admin,-0.05234767431966697,-0.04751548905267393,-0.08894253473760472,0.46669293676722906,-0.05234767431966697
Casino,0.5369374764525443,0.8325913043620217,Australia,AU,New South Wales,admin,-0.05238303113114706,-0.04755422441417632,0.5369374764525443,0.8325913043620217,-0.05238303113114706
Portland,-1.040149794717576,-0.37701024220824153,Australia,AU,Victoria,admin,-0.05243803061567165,-0.052727547139273155,-1.040149794717576,-0.37701024220824153,-0.05243803061567165
Kingston,-1.8122491571219583,0.22596838065655275,Australia,AU,Tasmania,admin,-0.054366941108641084,-0.04972770858736592,-1.8122491571219583,0.22596838065655275,-0.054366941108641084
Kingaroy,0.9218565099537381,0.7039527662815538,Australia,AU,Queensland,admin,-0.054410154989338974,-0.05140193699008029,0.9218565099537381,0.7039527662815538,-0.054410154989338974
Kangaroo Flat,-0.7852053653148189,-0.09708568488089259,Australia,AU,Victoria,admin,-0.05442586912777457,-0.04979226752320324,-0.7852053653148189,-0.09708568488089259,-0.05442586912777457
Bowen,2.005382805294508,0.32367789595006236,Australia,AU,Queensland,admin,-0.054492654216125855,-0.049865434317152194,2.005382805294508,0.32367789595006236,-0.054492654216125855
Young,-0.36952606347767614,0.3307235442420372,Australia,AU,New South Wales,admin,-0.05481479405405557,-0.05021835649972951,-0.36952606347767614,0.3307235442420372,-0.05481479405405557
Cowra,-0.289432975599696,0.3685186410766502,Australia,AU,New South Wales,admin,-0.05572621408332016,-0.051216868040679986,-0.289432975599696,0.3685186410766502,-0.05572621408332016
Hamilton,-0.9403867622766615,-0.3329934259673722,Australia,AU,Victoria,admin,-0.05607585366351217,-0.051599917726648056,-0.9403867622766615,-0.3329934259673722,-0.05607585366351217
Gunnedah,0.18470746324782275,0.5367057656715942,Australia,AU,New South Wales,admin,-0.057050130246519136,-0.05266729213249166,0.18470746324782275,0.5367057656715942,-0.057050130246519136
Mount Evelyn,-0.9487003483134039,0.022626956937628704,Australia,AU,Victoria,admin,-0.057144415077132714,-0.052770586429831366,-0.9487003483134039,0.022626956937628704,-0.057144415077132714
Andergrove,1.8264079250955079,0.424313415106954,Australia,AU,Queensland,admin,-0.05825619037145115,-0.0539885983526287,1.8264079250955079,0.424313415106954,-0.05825619037145115
Moree,0.4343977062753576,0.4928051445299907,Australia,AU,New South Wales,admin,-0.05868047210921225,-0.05445342269065737,0.4343977062753576,0.4928051445299907,-0.05868047210921225
Benalla,-0.7439533514005019,0.08583709093939651,Australia,AU,Victoria,admin,-0.058731543059127936,-0.054509373768383045,-0.7439533514005019,0.08583709093939651,-0.058731543059127936
Currumbin,0.6517148452758157,0.8767348788930027,Australia,AU,Queensland,admin,-0.059426893684903066,-0.05527116921126336,0.6517148452758157,0.8767348788930027,-0.059426893684903066
Wollert,-0.9177239267405007,-0.014375900583794435,Australia,AU,Victoria,admin,-0.05966653429604591,-0.055533708883668445,-0.9177239267405007,-0.014375900583794435,-0.05966653429604591
Mittagong,-0.39446682158790564,0.5578321473566759,Australia,AU,New South Wales,admin,-0.059906174907188754,-0.06970654726448698,-0.39446682158790564,0.5578321473566759,-0.059906174907188754
Kelso,-0.22297416882197316,0.46863656388225816,Australia,AU,New South Wales,admin,-0.060027959480064626,-0.055929670356803976,-0.22297416882197316,0.46863656388225816,-0.060027959480064626
Yanchep,0.08772116854318038,-3.119848376382553,Australia,AU,Western Australia,admin,-0.06042081294095453,-0.05636006326238607,0.08772116854318038,-3.119848376382553,-0.06042081294095453
Bentley,0.012732622491760324,-3.089215122939182,Australia,AU,Western Australia,admin,-0.06075866691731985,-0.056730201161186676,0.012732622491760324,-3.089215122939182,-0.06075866691731985
Moe,-1.0133634205071897,0.11605837993990809,Australia,AU,Victoria,admin,-0.060774381055755444,-0.056747416877409966,-1.0133634205071897,0.11605837993990809,-0.060774381055755444
Ayr,2.078924787375535,0.23635199725477044,Australia,AU,Queensland,admin,-0.06093152244011141,-0.056919574039642803,2.078924787375535,0.23635199725477044,-0.06093152244011141
Moranbah,1.6753500668078902,0.304664152433487,Australia,AU,Queensland,admin,-0.060943308043938105,-0.056932485826810264,1.6753500668078902,0.304664152433487,-0.060943308043938105
Leeton,-0.4108113317361412,0.13013911333301792,Australia,AU,New South Wales,admin,-0.061383303920134795,-0.05741452588106222,-0.4108113317361412,0.13013911333301792,-0.061383303920134795
Moss Vale,-0.4108113317361412,0.5491492044841068,Australia,AU,New South Wales,admin,-0.061556159442926354,-0.057603898759518345,-0.4108113317361412,0.5491492044841068,-0.061556159442926354
Wallan,-0.8877451354920055,-0.01962580643253468,Australia,AU,Victoria,admin,-0.0617879429848514,-0.057926693438704914,-0.8877451354920055,-0.01962580643253468,-0.0617879429848514
